Transaction_Text,Label
Personal loan EMI - INR 12776 - Ref 691457,EMI
KFC online order - INR 18831 - Ref 933586,Food
IRCTC train ticket - INR 5983 - Ref 632286,Travel
Myntra fashion order - INR 18211 - Ref 899551,Shopping
KFC online order - INR 26391 - Ref 255690,Food
Hotel dinner bill - INR 15354 - Ref 255450,Food
Home loan EMI - INR 9515 - Ref 706865,EMI
Swiggy order payment - INR 7854 - Ref 998391,Food
Demat account transfer - INR 9951 - Ref 775572,Investment
Flight ticket booking - INR 17436 - Ref 953658,Travel
Uber ride payment - INR 26272 - Ref 445952,Travel
Ajio clothing purchase - INR 14336 - Ref 595006,Shopping
Mall shopping payment - INR 12972 - Ref 483918,Shopping
Car loan EMI - INR 48950 - Ref 159903,EMI
Demat account transfer - INR 19162 - Ref 232739,Investment
KFC online order - INR 40219 - Ref 780229,Food
NPS contribution - INR 25498 - Ref 977589,Investment
ETF purchase - INR 47917 - Ref 849417,Investment
Lifestyle store purchase - INR 22734 - Ref 865853,Shopping
NPS contribution - INR 31103 - Ref 137020,Investment
Supermarket shopping - INR 34800 - Ref 736449,Shopping
Education loan EMI - INR 10957 - Ref 490109,EMI
Car loan EMI - INR 31341 - Ref 747705,EMI
Metro card recharge - INR 40190 - Ref 904209,Travel
Amazon online shopping - INR 13019 - Ref 492699,Shopping
IRCTC train ticket - INR 9562 - Ref 130723,Travel
Ola cab booking - INR 16636 - Ref 751244,Travel
Car loan EMI - INR 522 - Ref 571975,EMI
Hotel dinner bill - INR 14180 - Ref 600274,Food
Home loan EMI - INR 6261 - Ref 275015,EMI
Ola cab booking - INR 44549 - Ref 729364,Travel
Zomato food delivery - INR 7756 - Ref 998758,Food
Restaurant dine-in bill - INR 26184 - Ref 970866,Food
eBay online order - INR 12123 - Ref 390149,Shopping
Restaurant dine-in bill - INR 26875 - Ref 281029,Food
Home loan EMI - INR 26017 - Ref 486709,EMI
Restaurant dine-in bill - INR 42287 - Ref 859183,Food
Myntra fashion order - INR 4353 - Ref 471326,Shopping
Mobile EMI payment - INR 37480 - Ref 421003,EMI
Ajio clothing purchase - INR 33490 - Ref 642237,Shopping
Electronics purchase - INR 1804 - Ref 520377,Shopping
PPF contribution - INR 36823 - Ref 673060,Investment
Restaurant dine-in bill - INR 37725 - Ref 712879,Food
Fixed deposit investment - INR 1958 - Ref 149387,Investment
Flight ticket booking - INR 44012 - Ref 154969,Travel
Car loan EMI - INR 8322 - Ref 852002,EMI
eBay online order - INR 7575 - Ref 378912,Shopping
Cafe coffee purchase - INR 45540 - Ref 157835,Food
McDonald's meal payment - INR 1992 - Ref 976994,Food
NPS contribution - INR 36104 - Ref 560643,Investment
Rapido bike ride - INR 2863 - Ref 989652,Travel
MakeMyTrip travel booking - INR 36162 - Ref 399713,Travel
Personal loan EMI - INR 34171 - Ref 609724,EMI
Zomato food delivery - INR 38342 - Ref 205557,Food
Flight ticket booking - INR 6506 - Ref 876912,Travel
Flipkart purchase - INR 26960 - Ref 344030,Shopping
McDonald's meal payment - INR 13137 - Ref 551857,Food
Stock market investment - INR 5157 - Ref 827715,Investment
Credit card EMI - INR 36565 - Ref 459714,EMI
Mobile EMI payment - INR 19195 - Ref 473902,EMI
KFC online order - INR 25925 - Ref 910251,Food
Demat account transfer - INR 23847 - Ref 195622,Investment
Laptop EMI payment - INR 39276 - Ref 450535,EMI
Appliance EMI - INR 30453 - Ref 505468,EMI
Ola cab booking - INR 38354 - Ref 695302,Travel
Ola cab booking - INR 20442 - Ref 491248,Travel
Bike loan EMI - INR 23977 - Ref 443196,EMI
Car loan EMI - INR 6821 - Ref 207626,EMI
MakeMyTrip travel booking - INR 16409 - Ref 240453,Travel
Appliance EMI - INR 28710 - Ref 835043,EMI
Supermarket shopping - INR 10866 - Ref 940533,Shopping
eBay online order - INR 3777 - Ref 514349,Shopping
Zomato food delivery - INR 20239 - Ref 208524,Food
Share trading debit - INR 23582 - Ref 556582,Investment
Grocery food items - INR 31829 - Ref 506970,Food
Grocery food items - INR 25049 - Ref 106649,Food
Dominos pizza order - INR 38946 - Ref 389623,Food
Stock market investment - INR 8173 - Ref 968474,Investment
PPF contribution - INR 7027 - Ref 459389,Investment
Flight ticket booking - INR 8359 - Ref 330995,Travel
Mobile EMI payment - INR 37895 - Ref 943843,EMI
Zomato food delivery - INR 24177 - Ref 566432,Food
Stock market investment - INR 27994 - Ref 402107,Investment
Bus ticket purchase - INR 16907 - Ref 851833,Travel
PPF contribution - INR 23988 - Ref 248239,Investment
Education loan EMI - INR 29916 - Ref 360335,EMI
McDonald's meal payment - INR 32759 - Ref 505742,Food
Mall shopping payment - INR 12712 - Ref 424101,Shopping
Hotel dinner bill - INR 28706 - Ref 411505,Food
Home loan EMI - INR 16547 - Ref 864215,EMI
PPF contribution - INR 30679 - Ref 570187,Investment
Zomato food delivery - INR 10505 - Ref 697885,Food
IRCTC train ticket - INR 20989 - Ref 523572,Travel
Mobile EMI payment - INR 39647 - Ref 414187,EMI
Ola cab booking - INR 5284 - Ref 888579,Travel
Electronics purchase - INR 598 - Ref 810443,Shopping
Grocery food items - INR 6054 - Ref 257954,Food
Swiggy order payment - INR 41608 - Ref 360851,Food
Hotel dinner bill - INR 18664 - Ref 695734,Food
Credit card EMI - INR 40611 - Ref 224596,EMI
Uber ride payment - INR 43825 - Ref 768409,Travel
Mobile EMI payment - INR 25865 - Ref 461175,EMI
Hotel dinner bill - INR 45303 - Ref 382415,Food
Airport taxi fare - INR 3008 - Ref 218390,Travel
Swiggy order payment - INR 18749 - Ref 840866,Food
Mutual fund SIP - INR 41301 - Ref 889716,Investment
Zomato food delivery - INR 28134 - Ref 578393,Food
Laptop EMI payment - INR 40265 - Ref 170999,EMI
Uber ride payment - INR 9617 - Ref 854561,Travel
Mall shopping payment - INR 41027 - Ref 127755,Shopping
IRCTC train ticket - INR 12779 - Ref 771625,Travel
Flipkart purchase - INR 39515 - Ref 269133,Shopping
Bus ticket purchase - INR 9764 - Ref 625267,Travel
Demat account transfer - INR 33837 - Ref 517732,Investment
Restaurant dine-in bill - INR 23308 - Ref 245914,Food
Grocery food items - INR 19674 - Ref 862637,Food
Mall shopping payment - INR 895 - Ref 188005,Shopping
MakeMyTrip travel booking - INR 15875 - Ref 614231,Travel
Stock market investment - INR 20038 - Ref 414404,Investment
Credit card EMI - INR 32856 - Ref 547660,EMI
IRCTC train ticket - INR 17494 - Ref 460509,Travel
Retail store shopping - INR 4555 - Ref 782202,Shopping
Mobile EMI payment - INR 32792 - Ref 510952,EMI
Mobile EMI payment - INR 27000 - Ref 912231,EMI
Metro card recharge - INR 39190 - Ref 483651,Travel
IRCTC train ticket - INR 31054 - Ref 407201,Travel
Dominos pizza order - INR 21511 - Ref 972858,Food
Consumer durable EMI - INR 43540 - Ref 810541,EMI
Grocery food items - INR 6615 - Ref 138809,Food
Retirement fund investment - INR 6166 - Ref 749560,Investment
Flipkart purchase - INR 31479 - Ref 864963,Shopping
Electronics purchase - INR 18046 - Ref 243558,Shopping
Bakery purchase - INR 31369 - Ref 456119,Food
Consumer durable EMI - INR 18199 - Ref 836633,EMI
Home loan EMI - INR 2338 - Ref 361798,EMI
MakeMyTrip travel booking - INR 36891 - Ref 666727,Travel
ETF purchase - INR 2374 - Ref 932017,Investment
Electronics purchase - INR 5068 - Ref 245655,Shopping
Fixed deposit investment - INR 4633 - Ref 438945,Investment
ETF purchase - INR 29793 - Ref 121900,Investment
Flight ticket booking - INR 32168 - Ref 709934,Travel
Rapido bike ride - INR 14856 - Ref 863233,Travel
Laptop EMI payment - INR 30539 - Ref 603026,EMI
Electronics purchase - INR 11951 - Ref 626979,Shopping
KFC online order - INR 38663 - Ref 301488,Food
Zomato food delivery - INR 39172 - Ref 432025,Food
Retail store shopping - INR 46271 - Ref 513947,Shopping
Retail store shopping - INR 16576 - Ref 727271,Shopping
Ola cab booking - INR 34637 - Ref 493622,Travel
Myntra fashion order - INR 29311 - Ref 887057,Shopping
Bike loan EMI - INR 37805 - Ref 541082,EMI
eBay online order - INR 20263 - Ref 868641,Shopping
Bus ticket purchase - INR 12862 - Ref 507523,Travel
Amazon online shopping - INR 12886 - Ref 299207,Shopping
Bike loan EMI - INR 45962 - Ref 928695,EMI
Lifestyle store purchase - INR 40296 - Ref 106931,Shopping
Bakery purchase - INR 36498 - Ref 331365,Food
McDonald's meal payment - INR 15077 - Ref 785138,Food
Swiggy order payment - INR 49999 - Ref 520070,Food
Mall shopping payment - INR 7131 - Ref 305504,Shopping
ETF purchase - INR 13182 - Ref 410496,Investment
Mobile EMI payment - INR 13938 - Ref 365764,EMI
McDonald's meal payment - INR 8839 - Ref 481000,Food
Flipkart purchase - INR 49669 - Ref 298945,Shopping
Ajio clothing purchase - INR 13608 - Ref 796108,Shopping
Share trading debit - INR 46658 - Ref 340063,Investment
Zomato food delivery - INR 17322 - Ref 284349,Food
Credit card EMI - INR 40625 - Ref 657815,EMI
IRCTC train ticket - INR 6012 - Ref 856004,Travel
Electronics purchase - INR 16503 - Ref 698858,Shopping
Retail store shopping - INR 13979 - Ref 348302,Shopping
Gold bond investment - INR 23280 - Ref 126844,Investment
Flight ticket booking - INR 11780 - Ref 754196,Travel
Flipkart purchase - INR 3918 - Ref 116866,Shopping
NPS contribution - INR 13896 - Ref 270727,Investment
Bike loan EMI - INR 48497 - Ref 406392,EMI
Cafe coffee purchase - INR 29740 - Ref 946240,Food
Bike loan EMI - INR 35926 - Ref 312233,EMI
Bus ticket purchase - INR 4135 - Ref 629003,Travel
Ola cab booking - INR 4964 - Ref 234520,Travel
eBay online order - INR 37050 - Ref 292492,Shopping
Zomato food delivery - INR 10801 - Ref 888285,Food
Credit card EMI - INR 299 - Ref 116764,EMI
Retirement fund investment - INR 25881 - Ref 881505,Investment
Mutual fund SIP - INR 1607 - Ref 654368,Investment
Retirement fund investment - INR 27285 - Ref 319805,Investment
Retirement fund investment - INR 43124 - Ref 889102,Investment
Consumer durable EMI - INR 44257 - Ref 238351,EMI
Rapido bike ride - INR 7961 - Ref 816192,Travel
Ola cab booking - INR 36980 - Ref 352537,Travel
Gold bond investment - INR 36951 - Ref 402936,Investment
Retail store shopping - INR 29569 - Ref 848552,Shopping
Car loan EMI - INR 27384 - Ref 442247,EMI
Hotel stay booking - INR 7996 - Ref 620651,Travel
KFC online order - INR 49566 - Ref 588251,Food
Gold bond investment - INR 15555 - Ref 229334,Investment
Metro card recharge - INR 11211 - Ref 809184,Travel
Mall shopping payment - INR 906 - Ref 907259,Shopping
Ola cab booking - INR 39510 - Ref 862241,Travel
Electronics purchase - INR 10699 - Ref 495176,Shopping
Flipkart purchase - INR 35649 - Ref 884735,Shopping
Amazon online shopping - INR 45852 - Ref 360618,Shopping
Airport taxi fare - INR 2907 - Ref 886143,Travel
Dominos pizza order - INR 34072 - Ref 452167,Food
Rapido bike ride - INR 39286 - Ref 398441,Travel
Bus ticket purchase - INR 17024 - Ref 899641,Travel
Bakery purchase - INR 22645 - Ref 367625,Food
Grocery food items - INR 32892 - Ref 300289,Food
Airport taxi fare - INR 32815 - Ref 157175,Travel
Airport taxi fare - INR 20097 - Ref 938847,Travel
Dominos pizza order - INR 12493 - Ref 627483,Food
McDonald's meal payment - INR 6188 - Ref 837533,Food
Mall shopping payment - INR 6925 - Ref 532788,Shopping
eBay online order - INR 26230 - Ref 795108,Shopping
Mobile EMI payment - INR 15253 - Ref 578685,EMI
Rapido bike ride - INR 31685 - Ref 655188,Travel
Bike loan EMI - INR 42439 - Ref 930245,EMI
Gold bond investment - INR 47003 - Ref 487338,Investment
Gold bond investment - INR 10356 - Ref 870369,Investment
KFC online order - INR 26793 - Ref 130346,Food
Retail store shopping - INR 12103 - Ref 376427,Shopping
Amazon online shopping - INR 44402 - Ref 573318,Shopping
MakeMyTrip travel booking - INR 11317 - Ref 389226,Travel
Credit card EMI - INR 775 - Ref 578126,EMI
Credit card EMI - INR 3496 - Ref 484925,EMI
Supermarket shopping - INR 48286 - Ref 312502,Shopping
Lifestyle store purchase - INR 7692 - Ref 304557,Shopping
Appliance EMI - INR 42537 - Ref 118438,EMI
Car loan EMI - INR 31054 - Ref 512479,EMI
Rapido bike ride - INR 3656 - Ref 105980,Travel
PPF contribution - INR 39093 - Ref 311151,Investment
Electronics purchase - INR 31255 - Ref 943212,Shopping
Supermarket shopping - INR 41396 - Ref 380547,Shopping
Demat account transfer - INR 7537 - Ref 837919,Investment
Ola cab booking - INR 27908 - Ref 657614,Travel
Amazon online shopping - INR 42945 - Ref 116309,Shopping
Cafe coffee purchase - INR 6718 - Ref 387021,Food
Amazon online shopping - INR 149 - Ref 626060,Shopping
Share trading debit - INR 13782 - Ref 273258,Investment
Mobile EMI payment - INR 38260 - Ref 114435,EMI
Hotel dinner bill - INR 28307 - Ref 461107,Food
Credit card EMI - INR 21067 - Ref 543469,EMI
Grocery food items - INR 22235 - Ref 500828,Food
Share trading debit - INR 45489 - Ref 380317,Investment
Ajio clothing purchase - INR 35763 - Ref 443548,Shopping
PPF contribution - INR 4673 - Ref 211291,Investment
Bakery purchase - INR 29012 - Ref 948120,Food
Retail store shopping - INR 2640 - Ref 880668,Shopping
Uber ride payment - INR 35827 - Ref 241897,Travel
eBay online order - INR 49604 - Ref 753219,Shopping
Ola cab booking - INR 47843 - Ref 871940,Travel
Fixed deposit investment - INR 9312 - Ref 130265,Investment
PPF contribution - INR 19139 - Ref 218250,Investment
Restaurant dine-in bill - INR 22188 - Ref 393404,Food
Airport taxi fare - INR 34046 - Ref 544686,Travel
Gold bond investment - INR 22969 - Ref 153407,Investment
Education loan EMI - INR 24916 - Ref 726311,EMI
Stock market investment - INR 15388 - Ref 810169,Investment
Bakery purchase - INR 8440 - Ref 768182,Food
Hotel dinner bill - INR 7300 - Ref 774994,Food
Airport taxi fare - INR 34321 - Ref 894465,Travel
Credit card EMI - INR 20767 - Ref 497549,EMI
McDonald's meal payment - INR 14458 - Ref 921115,Food
Myntra fashion order - INR 17172 - Ref 534557,Shopping
MakeMyTrip travel booking - INR 16933 - Ref 903923,Travel
Hotel stay booking - INR 40240 - Ref 509918,Travel
Grocery food items - INR 30303 - Ref 535588,Food
Flight ticket booking - INR 7265 - Ref 862898,Travel
Grocery food items - INR 5227 - Ref 548989,Food
Mobile EMI payment - INR 28520 - Ref 805028,EMI
Swiggy order payment - INR 21651 - Ref 330040,Food
Mutual fund SIP - INR 35198 - Ref 470694,Investment
Restaurant dine-in bill - INR 22346 - Ref 717848,Food
Bike loan EMI - INR 6030 - Ref 473723,EMI
Share trading debit - INR 5132 - Ref 243340,Investment
Personal loan EMI - INR 10744 - Ref 930717,EMI
Zomato food delivery - INR 18745 - Ref 642824,Food
Hotel dinner bill - INR 31412 - Ref 497273,Food
Gold bond investment - INR 6313 - Ref 428570,Investment
Grocery food items - INR 20095 - Ref 329405,Food
Credit card EMI - INR 29834 - Ref 539326,EMI
Car loan EMI - INR 19254 - Ref 103189,EMI
Credit card EMI - INR 23757 - Ref 670905,EMI
MakeMyTrip travel booking - INR 349 - Ref 337425,Travel
Uber ride payment - INR 10471 - Ref 425625,Travel
Mobile EMI payment - INR 30945 - Ref 799260,EMI
Lifestyle store purchase - INR 26966 - Ref 306367,Shopping
Mobile EMI payment - INR 18828 - Ref 408566,EMI
Car loan EMI - INR 43699 - Ref 292414,EMI
IRCTC train ticket - INR 5072 - Ref 109857,Travel
Bike loan EMI - INR 43095 - Ref 922483,EMI
Home loan EMI - INR 44695 - Ref 255372,EMI
Dominos pizza order - INR 32728 - Ref 284245,Food
Mobile EMI payment - INR 13988 - Ref 331124,EMI
Bakery purchase - INR 41304 - Ref 607976,Food
Appliance EMI - INR 26911 - Ref 442999,EMI
Supermarket shopping - INR 16628 - Ref 397083,Shopping
Fixed deposit investment - INR 45748 - Ref 851644,Investment
Restaurant dine-in bill - INR 47100 - Ref 489425,Food
Swiggy order payment - INR 34230 - Ref 346875,Food
Electronics purchase - INR 39245 - Ref 372459,Shopping
Hotel stay booking - INR 35768 - Ref 871727,Travel
Rapido bike ride - INR 41359 - Ref 109816,Travel
Electronics purchase - INR 18399 - Ref 522933,Shopping
Amazon online shopping - INR 21594 - Ref 171829,Shopping
Cafe coffee purchase - INR 6166 - Ref 215678,Food
Flipkart purchase - INR 661 - Ref 778508,Shopping
McDonald's meal payment - INR 39298 - Ref 303648,Food
Dominos pizza order - INR 23897 - Ref 217171,Food
Home loan EMI - INR 21269 - Ref 859916,EMI
Flight ticket booking - INR 7424 - Ref 306092,Travel
Retirement fund investment - INR 7735 - Ref 543217,Investment
Personal loan EMI - INR 17843 - Ref 622527,EMI
Lifestyle store purchase - INR 28522 - Ref 980595,Shopping
Share trading debit - INR 30798 - Ref 838106,Investment
Restaurant dine-in bill - INR 44709 - Ref 978092,Food
KFC online order - INR 24760 - Ref 576130,Food
Hotel dinner bill - INR 46934 - Ref 164979,Food
Dominos pizza order - INR 1388 - Ref 737962,Food
Grocery food items - INR 11203 - Ref 713463,Food
Zomato food delivery - INR 41110 - Ref 110554,Food
eBay online order - INR 22690 - Ref 694501,Shopping
Fixed deposit investment - INR 40989 - Ref 456074,Investment
Zomato food delivery - INR 27655 - Ref 144621,Food
Zomato food delivery - INR 24767 - Ref 472458,Food
Electronics purchase - INR 48082 - Ref 161279,Shopping
KFC online order - INR 23833 - Ref 739014,Food
Uber ride payment - INR 24794 - Ref 737915,Travel
Grocery food items - INR 9597 - Ref 293872,Food
Airport taxi fare - INR 15973 - Ref 123178,Travel
MakeMyTrip travel booking - INR 28191 - Ref 185911,Travel
Myntra fashion order - INR 2901 - Ref 216207,Shopping
McDonald's meal payment - INR 26640 - Ref 109110,Food
Mutual fund SIP - INR 27866 - Ref 225853,Investment
Retirement fund investment - INR 40681 - Ref 714422,Investment
Personal loan EMI - INR 40741 - Ref 662463,EMI
Car loan EMI - INR 6017 - Ref 898731,EMI
Hotel stay booking - INR 36344 - Ref 309911,Travel
Cafe coffee purchase - INR 37879 - Ref 668161,Food
Mall shopping payment - INR 13120 - Ref 630967,Shopping
Demat account transfer - INR 44864 - Ref 449336,Investment
Ola cab booking - INR 28255 - Ref 162996,Travel
Restaurant dine-in bill - INR 16848 - Ref 856466,Food
Ola cab booking - INR 10976 - Ref 476242,Travel
Car loan EMI - INR 11463 - Ref 446799,EMI
Hotel dinner bill - INR 44087 - Ref 651762,Food
ETF purchase - INR 24188 - Ref 825179,Investment
Car loan EMI - INR 2658 - Ref 624767,EMI
Myntra fashion order - INR 38198 - Ref 443538,Shopping
Consumer durable EMI - INR 10814 - Ref 811555,EMI
Laptop EMI payment - INR 8847 - Ref 107852,EMI
Home loan EMI - INR 13796 - Ref 431743,EMI
Cafe coffee purchase - INR 28872 - Ref 989756,Food
Hotel stay booking - INR 41607 - Ref 473334,Travel
eBay online order - INR 13854 - Ref 700641,Shopping
Restaurant dine-in bill - INR 39052 - Ref 142082,Food
NPS contribution - INR 1046 - Ref 419317,Investment
McDonald's meal payment - INR 27987 - Ref 414331,Food
Swiggy order payment - INR 44392 - Ref 523925,Food
Electronics purchase - INR 2541 - Ref 351819,Shopping
Consumer durable EMI - INR 20261 - Ref 421691,EMI
Bike loan EMI - INR 15718 - Ref 144107,EMI
Mutual fund SIP - INR 44607 - Ref 336211,Investment
ETF purchase - INR 24246 - Ref 113453,Investment
Amazon online shopping - INR 2386 - Ref 942839,Shopping
Home loan EMI - INR 47856 - Ref 644749,EMI
Mutual fund SIP - INR 27408 - Ref 704911,Investment
Mobile EMI payment - INR 45267 - Ref 336319,EMI
Demat account transfer - INR 30791 - Ref 482033,Investment
Lifestyle store purchase - INR 20945 - Ref 892084,Shopping
McDonald's meal payment - INR 15299 - Ref 419663,Food
Mobile EMI payment - INR 32522 - Ref 782545,EMI
Laptop EMI payment - INR 25901 - Ref 196159,EMI
Demat account transfer - INR 20158 - Ref 976747,Investment
Lifestyle store purchase - INR 25150 - Ref 152703,Shopping
NPS contribution - INR 3755 - Ref 122953,Investment
NPS contribution - INR 44553 - Ref 655853,Investment
Retail store shopping - INR 7034 - Ref 670775,Shopping
Ola cab booking - INR 19853 - Ref 242640,Travel
Car loan EMI - INR 8164 - Ref 496247,EMI
Lifestyle store purchase - INR 5079 - Ref 864924,Shopping
Share trading debit - INR 38626 - Ref 168444,Investment
IRCTC train ticket - INR 40906 - Ref 376733,Travel
Zomato food delivery - INR 42338 - Ref 268264,Food
Mutual fund SIP - INR 29032 - Ref 971270,Investment
KFC online order - INR 22889 - Ref 516687,Food
Grocery food items - INR 32811 - Ref 436996,Food
Demat account transfer - INR 49772 - Ref 456223,Investment
Swiggy order payment - INR 6610 - Ref 677408,Food
Mutual fund SIP - INR 31774 - Ref 954683,Investment
McDonald's meal payment - INR 38454 - Ref 153972,Food
Grocery food items - INR 23987 - Ref 494956,Food
Grocery food items - INR 32494 - Ref 480407,Food
KFC online order - INR 9055 - Ref 387794,Food
Credit card EMI - INR 40129 - Ref 937237,EMI
Car loan EMI - INR 10714 - Ref 993964,EMI
Retirement fund investment - INR 8824 - Ref 605250,Investment
Amazon online shopping - INR 16150 - Ref 942292,Shopping
Ajio clothing purchase - INR 47989 - Ref 136882,Shopping
Demat account transfer - INR 23078 - Ref 273936,Investment
Myntra fashion order - INR 49431 - Ref 717938,Shopping
Mutual fund SIP - INR 42416 - Ref 795618,Investment
Ajio clothing purchase - INR 37485 - Ref 822752,Shopping
Zomato food delivery - INR 47849 - Ref 469691,Food
Dominos pizza order - INR 49573 - Ref 915848,Food
Uber ride payment - INR 34671 - Ref 249047,Travel
Grocery food items - INR 2497 - Ref 174174,Food
Appliance EMI - INR 37686 - Ref 255677,EMI
Hotel dinner bill - INR 10485 - Ref 150522,Food
Lifestyle store purchase - INR 28798 - Ref 960748,Shopping
Personal loan EMI - INR 40298 - Ref 491547,EMI
Zomato food delivery - INR 36575 - Ref 265053,Food
Electronics purchase - INR 24003 - Ref 370129,Shopping
Fixed deposit investment - INR 1415 - Ref 602108,Investment
Mutual fund SIP - INR 16659 - Ref 810133,Investment
Hotel dinner bill - INR 14797 - Ref 433160,Food
Mutual fund SIP - INR 7094 - Ref 151170,Investment
Car loan EMI - INR 23198 - Ref 141259,EMI
Supermarket shopping - INR 28097 - Ref 993956,Shopping
Bakery purchase - INR 6974 - Ref 288135,Food
NPS contribution - INR 37213 - Ref 785373,Investment
IRCTC train ticket - INR 11225 - Ref 788201,Travel
Grocery food items - INR 8067 - Ref 134737,Food
Flight ticket booking - INR 13073 - Ref 597756,Travel
IRCTC train ticket - INR 12722 - Ref 698227,Travel
Ajio clothing purchase - INR 26256 - Ref 308168,Shopping
Credit card EMI - INR 43757 - Ref 882884,EMI
KFC online order - INR 26086 - Ref 620125,Food
Grocery food items - INR 48441 - Ref 805182,Food
Hotel stay booking - INR 3277 - Ref 668996,Travel
Gold bond investment - INR 12935 - Ref 111684,Investment
Flight ticket booking - INR 49471 - Ref 716248,Travel
Zomato food delivery - INR 18785 - Ref 817435,Food
Zomato food delivery - INR 13872 - Ref 634910,Food
Cafe coffee purchase - INR 45716 - Ref 797764,Food
Bus ticket purchase - INR 3866 - Ref 537685,Travel
Airport taxi fare - INR 7946 - Ref 496941,Travel
Appliance EMI - INR 20831 - Ref 117379,EMI
Grocery food items - INR 2799 - Ref 977206,Food
Mall shopping payment - INR 1139 - Ref 486960,Shopping
Ola cab booking - INR 2306 - Ref 218709,Travel
Hotel dinner bill - INR 22089 - Ref 846972,Food
McDonald's meal payment - INR 15467 - Ref 744909,Food
Mutual fund SIP - INR 11959 - Ref 586726,Investment
Airport taxi fare - INR 34624 - Ref 585620,Travel
Zomato food delivery - INR 47276 - Ref 274469,Food
Supermarket shopping - INR 5660 - Ref 692267,Shopping
Home loan EMI - INR 1250 - Ref 808327,EMI
Credit card EMI - INR 5758 - Ref 626520,EMI
Ola cab booking - INR 25375 - Ref 841064,Travel
Laptop EMI payment - INR 47066 - Ref 249220,EMI
Bus ticket purchase - INR 44643 - Ref 582455,Travel
Credit card EMI - INR 21271 - Ref 154334,EMI
Bakery purchase - INR 12723 - Ref 392803,Food
Cafe coffee purchase - INR 34004 - Ref 972610,Food
Mobile EMI payment - INR 40089 - Ref 192021,EMI
Retirement fund investment - INR 4557 - Ref 768627,Investment
Swiggy order payment - INR 36855 - Ref 614352,Food
Gold bond investment - INR 25078 - Ref 661912,Investment
Restaurant dine-in bill - INR 15870 - Ref 467930,Food
Ola cab booking - INR 38700 - Ref 589086,Travel
Demat account transfer - INR 35530 - Ref 286372,Investment
Appliance EMI - INR 19656 - Ref 346923,EMI
Gold bond investment - INR 34943 - Ref 501808,Investment
Flight ticket booking - INR 21710 - Ref 761381,Travel
Demat account transfer - INR 42965 - Ref 791618,Investment
Hotel stay booking - INR 310 - Ref 169046,Travel
Consumer durable EMI - INR 45667 - Ref 902694,EMI
KFC online order - INR 33119 - Ref 678696,Food
eBay online order - INR 106 - Ref 780439,Shopping
Supermarket shopping - INR 35859 - Ref 840160,Shopping
Gold bond investment - INR 45623 - Ref 143432,Investment
Flight ticket booking - INR 14858 - Ref 576377,Travel
Cafe coffee purchase - INR 20131 - Ref 263689,Food
Hotel dinner bill - INR 35907 - Ref 326769,Food
KFC online order - INR 36105 - Ref 653009,Food
Personal loan EMI - INR 8513 - Ref 773639,EMI
Gold bond investment - INR 12218 - Ref 545646,Investment
Retail store shopping - INR 34627 - Ref 656845,Shopping
Grocery food items - INR 42803 - Ref 442785,Food
Ola cab booking - INR 34006 - Ref 694315,Travel
Home loan EMI - INR 10527 - Ref 981644,EMI
Swiggy order payment - INR 31706 - Ref 932368,Food
ETF purchase - INR 21132 - Ref 424111,Investment
Mall shopping payment - INR 28130 - Ref 298368,Shopping
Mutual fund SIP - INR 31184 - Ref 330334,Investment
Cafe coffee purchase - INR 9986 - Ref 600433,Food
Ajio clothing purchase - INR 10942 - Ref 110491,Shopping
ETF purchase - INR 5063 - Ref 417548,Investment
McDonald's meal payment - INR 27103 - Ref 205979,Food
Restaurant dine-in bill - INR 34940 - Ref 116779,Food
Education loan EMI - INR 48236 - Ref 167957,EMI
Share trading debit - INR 13794 - Ref 799363,Investment
Bus ticket purchase - INR 11972 - Ref 645675,Travel
Restaurant dine-in bill - INR 15957 - Ref 368889,Food
Share trading debit - INR 31568 - Ref 163750,Investment
Share trading debit - INR 37286 - Ref 336311,Investment
Ola cab booking - INR 2708 - Ref 453455,Travel
Retail store shopping - INR 46116 - Ref 887671,Shopping
Credit card EMI - INR 14196 - Ref 501390,EMI
Lifestyle store purchase - INR 42869 - Ref 270680,Shopping
Dominos pizza order - INR 8391 - Ref 458846,Food
Gold bond investment - INR 27609 - Ref 340492,Investment
Home loan EMI - INR 24137 - Ref 182246,EMI
Gold bond investment - INR 19015 - Ref 951463,Investment
Flight ticket booking - INR 23729 - Ref 633451,Travel
Zomato food delivery - INR 40975 - Ref 502204,Food
Mutual fund SIP - INR 47808 - Ref 903528,Investment
Mall shopping payment - INR 45068 - Ref 722721,Shopping
Mall shopping payment - INR 46710 - Ref 653185,Shopping
Personal loan EMI - INR 8881 - Ref 863891,EMI
Credit card EMI - INR 36231 - Ref 690218,EMI
Fixed deposit investment - INR 22615 - Ref 429536,Investment
Flight ticket booking - INR 6457 - Ref 992547,Travel
McDonald's meal payment - INR 49437 - Ref 395602,Food
Myntra fashion order - INR 23058 - Ref 185762,Shopping
Education loan EMI - INR 3107 - Ref 344597,EMI
PPF contribution - INR 44356 - Ref 617963,Investment
Bike loan EMI - INR 39126 - Ref 780616,EMI
Swiggy order payment - INR 48082 - Ref 300997,Food
MakeMyTrip travel booking - INR 23419 - Ref 329149,Travel
Bakery purchase - INR 2859 - Ref 431675,Food
Supermarket shopping - INR 15848 - Ref 605317,Shopping
